686.412699703727,746.363091192042,3
542.298578614749,624.5396626960932,2
629.6336022659791,648.1647212369604,2
640.0869259880938,686.6842267949551,2
745.1230676177512,601.5898728798527,4
749.5801250539074,594.0269663921737,4
647.8093303519832,699.1101696070969,3
563.8796958667106,635.5590784997158,2
725.0616036355634,614.9071187425735,4
678.9102930854367,760.5933408840289,3
553.010199367007,686.3414489055235,2
798.59462021282,598.0063255496242,4
822.9412036125844,688.2522691161561,1
610.2786561763837,612.0505012347346,2
745.4336689207918,601.1567332163859,4
732.4303194826592,667.2696295153307,0
728.4392297899852,707.6064109306107,0
714.8522942895274,753.1259554464373,3
658.5800606354258,731.7711998556009,3
738.8322992256548,737.5009106921094,3
739.4052355902562,588.6817461439895,4
799.1513236241406,666.0398635340752,1
778.3634236596899,619.4533262491901,4
717.9169537785516,680.5057997587631,0
758.2357028726477,596.9311369124164,4
736.088069786646,690.2660737504909,0
572.2354821438219,693.9763377370006,2
630.9402827167131,612.2626398921758,2
656.6605129772305,733.9475910404033,3
591.5304445111224,683.5421241943368,2
738.7278377334891,711.0864860575597,0
838.2555651144319,659.2112279689372,1
778.3061562725792,620.9614839887569,4
710.5344516528914,737.8464122524748,3
741.7160953638423,602.3741247607733,4
823.7482278107066,676.6479434571236,1
562.8785063020026,596.2362745257911,2
755.709236847405,618.8755716397286,4
753.8021163848882,607.7697719510767,4
568.1654209393275,641.8512677639114,2
693.9631751698233,735.2680103427966,3
720.599287914213,686.116511763894,0
750.7987139078386,601.7298819147135,4
828.3969747726677,680.1773932387721,1
746.5883193140596,582.5419110818547,4
693.9771108581112,730.0417601308966,3
737.2638536263829,615.6917737671967,4
609.0755743552672,629.3117281351988,2
795.6929843952986,664.1286149761206,1
568.1640369212048,666.7033801231539,2
630.4895150029071,640.5282718609857,2
735.4108808545516,613.6662071524713,4
591.197134387093,566.0769115903206,2
723.8419766146602,599.8376415852445,4
690.1477020288875,707.3349287502921,3
626.8352213327545,682.0026904830246,2
569.7005845973924,578.2477152470235,2
607.5466086735812,605.232764008783,2
736.2554881375412,582.9549147737581,4
814.1750575984915,638.0624715918964,1
508.83204921867286,586.6284898151816,2
729.2397753791216,631.5537474275777,4
692.0197941876057,734.6999219512784,3
587.6684078183077,574.7072464329736,2
657.0511194357468,609.8535360558374,2
831.1128157088491,671.2139477208975,1
831.4233312445101,663.419161719963,1
821.3924126610573,654.9776805275051,1
724.3611108827001,674.7134469085605,0
634.8596568360074,577.7837978674096,2
786.4898229615196,584.7033881419372,4
819.2732541169822,670.6296177710404,1
748.6776224141213,617.373038419524,4
710.7660851022315,742.3002279973633,3
723.3650179010606,681.3229105224864,0
516.1548538006757,585.6598888130866,2
691.6693112649874,579.265027407133,4
622.6089414460454,656.6948706550972,2
613.5836836300167,634.3331466075016,2
812.1763825417169,710.9061876668791,1
575.9660903948961,641.8971309929306,2
581.2592322107262,583.9228124550093,2
743.9807801830858,685.8088657126148,0
557.400459421082,607.2526100449912,2
748.9131627480293,616.2282706364022,4
743.8933035178408,596.4169738386506,4
813.9583494698607,672.7440992236279,1
848.3447244829393,645.5092191026007,1
725.7073082200919,592.2698243662303,4
776.6114369656258,612.036105289863,4
645.1424813909839,661.4760143734316,2
762.5566528166813,608.5362297681646,4
575.7921934340216,593.5342872634853,2
660.7477584038428,662.2747708403675,2
732.4657181849435,670.3395940373326,0
636.4736622803183,624.5218206074309,2
765.1168737505685,617.614646668393,4
837.2179213752161,684.6380414599594,1
612.4103399890173,645.7078778493437,2
732.6086672971817,683.2141437297648,0
831.1469842204251,671.179858438345,1
600.3445790338812,613.2807771718518,2
590.8979631827365,577.2932918469945,2
847.3792670125185,629.2760916544212,1
595.6495621168351,652.8030972246877,2
680.023459059895,717.6859014847655,3
681.0686495147253,700.1082403900009,3
758.3365843762222,619.0269352104413,4
826.6264851163841,683.2419248760896,1
824.4958211746856,671.0770479348962,1
710.1834086000327,655.394109338243,0
668.8432882702725,730.3528998068781,3
715.1974077191902,643.6158552169754,4
564.7513669493042,586.4694276803422,2
729.6117262217415,684.3976378257867,0
819.3544741306682,677.6342977231185,1
720.6187400520596,673.2337076307014,0
671.8076923155645,739.5772055233238,3
718.7379749506005,692.4710972728734,0
824.8424431476941,648.9055914163271,1
709.1657406723555,714.1015657253564,3
725.0462130886847,607.7239146442221,4
691.4775431165606,722.531371845001,3
821.8218137271933,682.7633786251105,1
638.8681831568659,579.2060496804914,2
715.8284159761574,669.8587676875255,0
615.607201195824,655.5694677781846,2
662.0706612651185,743.5741706854956,3
833.8499730548185,665.7704948102321,1
811.3458418458924,691.706952205364,1
809.2349002216934,678.9036085056305,1
629.6213243579641,591.3349205165965,2
825.051706011804,680.4056902578005,1
677.8321858660794,764.2419586953346,3
602.6816465963532,664.71359414421,2
586.7656280215524,588.5586138216955,2
836.0519940757138,685.9449476381125,1
556.2139290501437,624.4111908360586,2
680.6653765056489,773.429918636675,3
557.4929793897602,605.365415848892,2
704.8591104272225,716.4091604492304,3
783.0504433443962,596.4781872418426,4
714.0274506802457,596.4103760729375,4
841.2371276257277,647.7103263652995,1
826.5672470046949,664.1026513860473,1
779.9632582395519,615.4150469825051,4
669.0977474213919,746.817242578539,3
554.195159415828,563.472931152688,2
626.0741706351051,563.1352044154721,2
727.2667916736765,675.15561992873,0
582.9787909976139,666.6151843269976,2
818.6357365769857,667.5322314314045,1
733.2864747532215,698.3086682740017,0
729.3877078524455,603.1447355341551,4
668.5478711370581,747.0459752722664,3
711.8051066981179,585.853067975186,4
645.9652387004041,589.1588060381728,2
677.8145336086551,712.4049904658995,3
567.5362503549682,610.4118991557776,2
563.4611093532529,658.3739016245353,2
696.2060540598964,627.4302846769483,4
794.3793089821006,673.7582322057688,1
751.4955389473329,619.5643035532522,4
656.6760782790856,634.2971445125296,2
706.2800927167519,667.0131232373647,0
639.6739658371067,655.2314671381313,2
708.5594995643692,766.2974610590729,3
581.2510707250422,597.9992394700381,2
575.8664935109441,649.6564305493125,2
740.9438375435448,595.2194158784392,4
836.9443255227012,668.8579788777834,1
830.2615155360475,640.668030591678,1
824.4848071028796,648.5825551541001,1
612.3995117006366,617.8087261180668,2
682.8825646506231,756.7281048604824,3
566.4743708987538,542.4326969982585,2
610.131349044829,622.0258661592352,2
586.6010055212159,569.730777045198,2
581.4170505974021,602.4082484846143,2
761.8706231567927,619.4073604668872,4
668.9796578140765,594.21446187013,2
687.7218637287618,766.3945053058227,3
719.9213186046652,685.7414097458098,0
820.5897544239006,704.415870887776,1
543.7127603687525,643.3347560852056,2
610.3523108538232,611.730959289711,2
685.2422879600721,741.6800028941217,3
568.3882455434539,543.0881886977435,2
745.2129612730986,696.6243304342827,0
736.9538448901742,753.6495591406485,3
596.318050922197,699.2317478078118,2
840.2506297209655,666.7351507625218,1
728.3095125026591,673.7563992473073,0
833.9373263694941,663.7254744298036,1
582.6208809268537,654.596563535521,2
562.3606219420622,673.2352254439743,2
718.1888603581318,625.2874540297569,4
561.1102991349007,643.1036360616692,2
641.231334598004,655.4294205160844,2
629.6351408634765,609.20999374334,2
821.5117019738037,670.8741664522308,1
780.0568615960062,570.8178597944316,4
760.3684945030334,614.527391922471,4
648.7084599252737,599.6941521974198,2
571.7916422298968,621.4404530866766,2
847.3647404565426,661.5210274676568,1
674.605957896291,715.2942070027927,3
801.2003750430998,613.4219207245085,4
521.7919124385639,560.0982142541476,2
692.9080069036519,586.6463824865582,4
594.0961541436194,583.2146614923985,2
682.527315257642,734.8397831067439,3
768.4242264490493,590.457615506072,4
842.3827686936479,678.5432021505592,1
756.5130723662448,605.7651850831282,4
732.3122753256229,673.1621438649775,0
791.8682026161471,611.8178002111193,4
817.2998022053868,675.7705069768733,1
617.2001682579395,592.2317494376846,2
710.9254413430723,740.5873820333543,3
606.8681289443962,629.3481162565292,2
800.1565749408531,713.1584212063378,1
