119.70420404959366,0
172.36681105497166,1
133.0630313595802,0
202.2264076277313,2
167.38267377701735,1
136.00285488925402,0
200.69129707583383,2
147.0684624080537,1
177.49342372801448,2
123.33090725832129,0
202.74549693301708,2
164.2303618436503,1
171.5631879736848,1
124.16142165221785,0
171.19005377624913,1
157.3223069009451,1
172.8752595127374,1
134.12745062100618,0
128.0539338527412,0
170.38520260423383,1
160.78802654806287,1
185.2029153476347,2
189.14079384744136,2
167.32278066330073,1
186.24050803223162,2
156.14886148511462,1
165.24086675912952,1
130.42744542018735,0
132.90071578460842,0
168.4798163149365,1
159.49344865627424,1
192.37771256928158,2
116.61279109643529,0
133.87522324552117,0
203.28107868560096,2
124.98483814553917,0
126.51608377625487,0
121.07842639217196,0
203.0920231875395,2
154.48552070080083,1
192.541928885397,2
193.73733558065126,2
154.25541066907135,1
124.74294461294295,0
123.82376356385392,0
197.67803429133892,2
162.66546132133726,1
132.37943543124283,0
194.80096376357136,2
164.36810382899435,1
213.58183627441338,2
161.4031840643342,1
118.33402902269218,0
130.898520401332,0
113.6699491765969,0
122.14435349213635,0
129.44563968823152,0
126.23670234783215,0
195.53367963804908,2
204.6038962501397,2
144.5991586403086,1
167.59078663767716,1
173.84478232627723,1
116.34929370471141,0
123.08175089886385,0
194.0651266267207,2
170.3458566171314,1
108.09293847615416,0
170.16997849360453,1
115.9398351745235,0
173.21189263547623,1
118.53157164684728,0
166.31930555113166,1
199.8086634546917,2
122.25659120398397,0
175.45811898620948,1
181.30968134349442,2
164.43350197006154,1
161.32962473391086,1
123.54372863505262,0
99.6782752548586,0
212.16339401865406,2
120.18780242786409,0
189.38188021794898,2
161.12510617154882,1
199.50090380045222,2
181.7544755389494,2
115.44784664748234,0
165.18334913861113,1
197.87030365364816,2
160.535077296215,1
105.69293073253824,0
194.9785379687579,2
120.38942040329387,0
124.79958628190909,0
171.62888501062872,1
180.0287194861341,1
111.53864281952075,0
182.31965865009076,2
118.76011961324713,0
118.62333116325372,0
196.09372274262748,2
186.78078409037528,2
201.34978435119166,2
121.23687040483308,0
152.29120020254862,1
163.68996988333996,1
109.55971128085874,0
125.21068377302674,0
152.50145421963566,1
174.7197347990556,1
157.285111402857,1
189.08552255190665,2
103.70700381372872,0
175.31526319139232,1
203.81557219421268,2
190.46195801399867,2
149.82267017853178,1
117.42807694017652,0
174.1107876984563,1
162.12338430099234,1
154.48864945935608,1
111.36296985627666,0
182.03499903330825,2
211.33440968182845,2
186.54015303245603,2
123.93912758151663,0
199.6675466717876,2
150.86466965163368,1
120.744206361267,0
162.66580262150055,1
166.86135483383958,1
116.61034669684206,0
121.0100223530547,0
171.29436261706806,1
187.52844789967423,2
200.07007396118885,2
177.233159878041,2
187.3833845236957,2
162.64512720892665,1
130.1273423588745,0
116.34770165501062,0
124.19591869123553,0
166.52781580388876,1
168.08576723989435,1
129.65944104637455,0
154.0160567449887,1
192.09717960976872,2
183.56786251597273,2
152.7804952056487,1
118.92436493878218,0
113.73526296154283,0
146.27221624596956,1
103.7288737320201,0
158.38004856520968,1
171.79945384099992,1
171.9254021406431,1
167.05759367438606,1
123.22474687486965,0
123.05748297552145,0
187.1901547109615,2
131.44272195601775,0
115.7057164167943,0
189.53168697270095,2
157.516017541947,1
185.22550715060865,2
174.59880553508026,1
189.95959604603118,2
188.1032887704916,2
119.71011854081257,0
123.04917663850452,0
155.29828565785516,1
191.0494900411776,2
163.24982773478817,1
192.52869741065578,2
203.22577122324003,2
120.81758500188045,0
212.61943324774793,2
165.11503013614683,1
133.89947287870405,0
187.66743730627257,2
190.06319362650538,2
155.61921841244666,1
204.91371669016934,2
189.34362417430697,2
198.2902938418991,2
129.7889832455165,0
188.26965831160427,2
164.17419805193714,1
113.93835057285125,0
190.74584525480168,2
208.23680128825458,2
123.45112299444897,0
195.0380646510824,2
160.82737225263332,1
200.7478716948191,2
198.28299924104155,2
202.3093924989542,2
147.29316014051463,1
115.5307142975874,0
184.7288467500013,2
159.0248305673023,1
165.85993829792884,1
178.91214942440962,2
171.84222140959557,1
118.99694701089632,0
198.94833338048235,2
138.86306698405937,0
118.82731815562552,0
187.94916944742704,2
143.34260362518668,0
122.0792472059565,0
158.19067046395924,1
168.34587695169162,1
